MGI.ID	MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	RAT.ENTREZ.ID	RAT.GENE.NAME	COUGHENOUR_2004	MORCIANO_2005	BURRE_2006	TAKAMORI_2006	MORCIANO_2009	GORINI_2010	GRONBORG_2010	BOYKEN_2013	WILHELM_2014	WEINGARTEN_2014	TAOUFIQ_2020	TAOUFIQ_2020_SV_RESIDENTS	count
MGI:1335094	235072	Septin7	989	SEPTIN7	64551	Septin7	0	1	1	1	1	0	1	1	1	1	1	0	9
MGI:98331	20614	Snap25	6616	SNAP25	25012	Snap25	1	0	1	1	1	1	1	1	1	1	1	0	10
MGI:107812	22154	Tubb5	203068	TUBB	29214	Tubb5	1	1	1	1	0	1	1	1	0	1	1	0	9
MGI:109618	11966	Atp6v1b2	526	ATP6V1B2	117596	Atp6v1b2	1	1	1	1	1	0	1	1	0	1	1	0	9
MGI:2388633	67300	Cltc	1213	CLTC	54241	Cltc	0	1	1	0	1	0	1	1	0	1	1	0	7
MGI:1201778	11972	Atp6v0d1	9114	ATP6V0D1	291969	Atp6v0d1	1	1	1	0	1	1	1	1	0	1	1	1	9
MGI:97843	19339	Rab3a	5864	RAB3A	25531	Rab3a	1	1	0	1	1	0	1	1	1	1	1	0	9
MGI:1913585	66335	Atp6v1c1	528	ATP6V1C1	299971	Atp6v1c1	1	1	1	1	1	0	1	1	1	1	1	0	10
MGI:95739	14645	Glul	2752	GLUL	24957	Glul	0	0	1	1	1	0	1	1	1	1	1	0	8
MGI:95784	14693	Gnb2	2783	GNB2	81667	Gnb2	0	1	0	1	1	0	1	1	1	1	1	0	8
MGI:88105	11928	Atp1a1	476	ATP1A1	24211	Atp1a1	0	1	0	1	1	1	1	1	1	1	1	0	9
MGI:103020	20965	Syn2	6854	SYN2	29179	Syn2	1	1	1	1	1	0	1	0	1	1	1	0	9
MGI:88256	12322	Camk2a	815	CAMK2A	25400	Camk2a	1	1	1	1	1	0	1	1	1	1	1	0	10
MGI:1298405	11773	Ap2m1	1173	AP2M1	116563	Ap2m1	1	1	1	1	0	0	1	1	0	1	1	1	8
MGI:101921	11771	Ap2a1	160	AP2A1	308578	Ap2a1	0	1	1	1	0	1	1	1	1	1	1	1	9
MGI:101920	11772	Ap2a2	161	AP2A2	81637	Ap2a2	0	1	1	1	0	0	1	1	0	1	1	1	7
MGI:98460	20964	Syn1	6853	SYN1	24949	Syn1	0	1	1	0	1	0	1	1	1	1	1	1	8
MGI:109355	20907	Stx1a	6804	STX1A	116470	Stx1a	0	0	0	1	1	1	1	1	1	1	1	0	8
MGI:98467	20977	Syp	6855	SYP	24804	Syp	1	1	1	1	1	1	1	1	1	1	1	1	11
MGI:95640	14433	Gapdh	2597	GAPDH	24383	Gapdh	1	1	0	1	1	1	1	0	1	0	1	0	8
MGI:88437	12799	Cnp	1267	CNP	25275	Cnp	0	0	1	1	1	0	1	0	1	1	1	0	7
MGI:87994	11674	Aldoa	226	ALDOA	24189	Aldoa	0	1	1	1	1	0	1	0	1	1	1	0	8
MGI:1921084	73834	Atp6v1d	51382	ATP6V1D	299159	Atp6v1d	1	1	1	1	1	0	1	1	0	1	1	0	9
MGI:88108	11931	Atp1b1	481	ATP1B1	25650	Atp1b1	0	1	1	1	1	0	1	1	1	1	1	0	9
MGI:1927338	64176	Sv2b	9899	SV2B	117556	Sv2b	1	1	1	1	0	0	1	1	1	1	1	1	9
MGI:97281	17967	Ncam1	4684	NCAM1	24586	Ncam1	0	0	1	1	1	0	1	1	0	1	1	0	7
MGI:97548	18642	Pfkm	5213	PFKM	65152	Pfkm	0	1	0	1	0	0	1	1	1	1	1	0	7
MGI:892995	13002	Dnajc5	80331	DNAJC5	79130	Dnajc5	1	0	1	1	1	0	1	1	1	1	1	1	9
MGI:98747	21838	Thy1	7070	THY1	24832	Thy1	0	0	0	1	1	0	1	1	1	1	1	0	7
MGI:1195461	18951	Septin5	5413	SEPTIN5	116728	Septin5	0	1	1	1	1	0	1	1	0	1	1	0	8
MGI:1915615	68365	Rab14	51552	RAB14	94197	Rab14	0	1	1	1	1	0	1	1	1	1	1	0	9
MGI:88106	98660	Atp1a2	477	ATP1A2	24212	Atp1a2	0	1	0	1	1	1	1	0	1	1	1	0	8
MGI:96568	226180	Ina	9118	INA	24503	Ina	1	1	1	1	1	0	1	0	1	1	1	0	9
MGI:1349763	12934	Dpysl2	1808	DPYSL2	25416	Dpysl2	0	1	0	0	0	0	1	0	1	1	1	0	5
MGI:1095410	22145	Tuba4a	7277	TUBA4A	316531	Tuba4a	0	0	0	1	0	1	1	1	0	1	1	0	6
MGI:1345280	22784	Slc30a3	7781	SLC30A3	366568	Slc30a3	1	1	1	1	1	1	1	1	1	0	1	1	10
MGI:1933947	104001	Rtn1	6252	RTN1	116644	Rtn1	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:1927139	64051	Sv2a	9900	SV2A	117559	Sv2a	0	1	1	1	0	0	1	1	1	1	1	1	8
MGI:99666	20980	Syt2	127833	SYT2	24805	Syt2	0	1	1	1	0	0	1	1	1	1	1	1	8
MGI:109484	22631	Ywhaz	7534	YWHAZ	25578	Ywhaz	0	0	0	1	1	0	0	1	1	1	1	0	6
MGI:88261	12330	Canx	821	CANX	29144	Canx	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:107671	234267	Gpm6a	2823	GPM6A	306439	Gpm6a	0	0	1	1	1	1	0	1	1	1	1	0	8
MGI:1328323	20972	Syngr1	9145	SYNGR1	29205	Syngr1	0	0	1	1	1	0	1	1	1	1	1	1	8
MGI:1914864	108664	Atp6v1h	51606	ATP6V1H	297797	Atp6v1h	1	1	1	1	0	0	1	1	0	1	1	0	8
MGI:1313276	22317	Vamp1	6843	VAMP1	25624	Vamp1	0	0	1	1	1	0	1	1	1	1	1	1	8
MGI:1920211	72961	Slc17a7	57030	SLC17A7	116638	Slc17a7	0	0	1	1	1	0	1	1	1	1	1	1	8
MGI:2141861	232910	Ap2s1	1175	AP2S1	65046	Ap2s1	1	0	1	1	0	0	1	1	1	1	1	1	8
MGI:108077	20320	Nptn	27020	NPTN	56064	Nptn	0	1	0	1	1	0	1	1	1	1	1	0	8
MGI:1928750	59021	Rab2a	5862	RAB2A	65158	Rab2a	0	0	0	1	1	0	1	1	1	1	1	0	7
MGI:105980	12805	Cntn1	1272	CNTN1	117258	Cntn1	0	1	1	1	1	0	1	0	0	1	1	0	7
MGI:96925	17196	Mbp	4155	MBP	24547	Mbp	0	0	1	1	1	0	1	0	1	1	1	0	7
MGI:894689	22627	Ywhae	7531	YWHAE	29753	Ywhae	0	1	0	0	1	0	0	0	1	1	1	0	5
MGI:97623	18823	Plp1	5354	PLP1	24943	Plp1	0	0	1	1	1	0	1	0	1	1	1	0	7
MGI:101863	11676	Aldoc	230	ALDOC	24191	Aldoc	0	1	0	1	1	0	1	0	1	1	1	0	7
MGI:106919	22333	Vdac1	7416	VDAC1	83529	Vdac1	1	1	0	1	1	0	0	0	1	1	1	0	7
MGI:97845	19353	Rac1	5879	RAC1	363875	Rac1	0	1	1	1	1	0	1	0	1	1	1	0	8
MGI:1349453	26950	Vsnl1	7447	VSNL1	24877	Vsnl1	0	1	1	1	1	0	1	0	1	1	1	0	8
MGI:97591	18746	Pkm	5315	PKM	25630	Pkm	0	1	1	0	0	0	1	0	1	1	1	0	6
MGI:1915472	227613	Tubb4b	10383	TUBB4B	296554	Tubb4b	0	1	1	1	0	0	1	0	0	1	1	0	6
MGI:1261437	11949	Atp5c1	509	ATP5C1	116550	Atp5f1c	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:107848	22153	Tubb4a	10382	TUBB4A	29213	Tubb4a	0	1	0	0	1	0	1	1	0	1	1	0	6
MGI:95771	14677	Gnai1	2770	GNAI1	25686	Gnai1	0	0	0	0	1	0	0	1	1	1	1	0	5
MGI:1928948	56807	Scamp5	192683	SCAMP5	65171	Scamp5	0	0	1	1	0	0	1	1	1	1	1	1	7
MGI:95753	14661	Glud1	2746	GLUD1	24399	Glud1	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:1891833	56421	Pfkp	5214	PFKP	60416	Pfkp	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:96103	15275	Hk1	3098	HK1	25058	Hk1	0	0	0	1	1	0	1	1	1	1	1	0	7
MGI:1915835	68585	Rtn4	57142	RTN4	83765	Rtn4	0	0	1	0	0	0	1	1	1	1	1	0	6
MGI:107876	22273	Uqcrc1	7384	UQCRC1	301011	Uqcrc1	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:99441	12716	Ckmt1	548596	CKMT1A	29593	Ckmt1	0	0	0	1	0	0	0	1	1	1	1	0	5
MGI:106915	22334	Vdac2	7417	VDAC2	83531	Vdac2	0	0	0	1	1	0	0	1	1	1	1	0	6
MGI:105066	19325	Rab10	10890	RAB10	50993	Rab10	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:107801	11947	Atp5b	506	ATP5B	171374	Atp5f1b	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:1096317	13628	Eef1a2	1917	EEF1A2	24799	Eef1a2	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:107813	22152	Tubb3	10381	TUBB3	246118	Tubb3	0	1	0	0	1	0	1	1	0	1	1	0	6
MGI:98386	20740	Sptan1	6709	SPTAN1	64159	Sptan1	0	1	1	0	0	0	1	1	1	0	1	0	6
MGI:1915513	68263	Pdhb	5162	PDHB	289950	Pdhb	0	0	0	0	1	0	1	1	1	1	0	0	5
MGI:1194488	22348	Slc32a1	140679	SLC32A1	83612	Slc32a1	0	0	1	1	1	0	1	1	1	1	1	1	8
MGI:2385311	235339	Dlat	1737	DLAT	81654	Dlat	0	0	1	1	0	0	0	1	1	1	1	0	6
MGI:2442535	229706	Slc6a17	388662	SLC6A17	613226	Slc6a17	0	0	1	1	1	0	1	1	1	0	1	1	7
MGI:88407	12709	Ckb	1152	CKB	24264	Ckb	0	0	0	1	1	0	0	0	1	1	1	0	5
MGI:1914545	67295	Rab3c	115827	RAB3C	171058	Rab3c	0	1	1	1	1	0	1	0	0	1	1	0	7
MGI:1923558	76308	Rab1b	81876	RAB1B	100126191	Rab1b	0	1	1	1	1	0	1	0	1	1	1	0	8
MGI:97749	268373	Ppia	5478	PPIA	25518	Ppia	0	1	0	0	1	0	1	0	1	1	1	0	6
MGI:1349480	107767	Scamp1	9522	SCAMP1	29521	Scamp1	0	0	1	1	1	0	1	0	1	1	1	1	7
MGI:96247	15516	Hsp90ab1	3326	HSP90AB1	301252	Hsp90ab1	0	0	1	0	1	0	0	0	1	1	1	0	5
MGI:95835	14828	Hspa5	3309	HSPA5	25617	Hspa5	0	0	0	1	1	0	1	0	1	1	1	0	6
MGI:107793	12933	Crmp1	1400	CRMP1	25415	Crmp1	0	0	0	1	1	0	1	0	1	1	1	0	6
MGI:1261760	268890	Lsamp	4045	LSAMP	29561	Lsamp	0	0	1	1	0	0	1	0	1	1	1	0	6
MGI:1096881	13627	Eef1a1	1915	EEF1A1	171361	Eef1a1	0	0	1	1	0	1	1	0	1	1	0	0	6
MGI:88115	11946	Atp5a1	498	ATP5A1	65262	Atp5f1a	0	0	0	1	0	0	0	0	1	1	1	0	4
MGI:1201690	17760	Map6	4135	MAP6	29457	Map6	0	0	1	1	0	1	1	0	1	1	1	0	7
MGI:1914253	67003	Uqcrc2	7385	UQCRC2	293448	Uqcrc2	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:1201780	11964	Atp6v1a	523	ATP6V1A	685232	Atp6v1a	1	0	0	0	0	0	0	1	0	1	1	0	4
MGI:98388	20742	Sptbn1	6711	SPTBN1	305614	Sptbn1	0	1	0	0	1	0	0	1	0	1	1	0	5
MGI:95797	14751	Gpi1	2821	GPI	292804	Gpi	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:1913487	66237	Atp6v1g2	534	ATP6V1G2	368044	Atp6v1g2	0	1	1	1	0	0	1	1	0	1	1	0	7
MGI:1855689	53602	Hpcal1	3241	HPCAL1	50871	Hpcal1	0	1	1	0	0	0	1	1	1	0	1	0	6
MGI:1353495	11739	Slc25a4	291	SLC25A4	85333	Slc25a4	0	0	0	0	1	0	0	1	1	1	1	0	5
MGI:1927243	56044	Rala	5898	RALA	81757	Rala	0	0	1	1	0	0	1	1	1	0	1	0	6
MGI:1341881	20974	Syngr3	9143	SYNGR3	302975	Syngr3	0	0	1	1	0	0	1	1	0	1	1	1	6
MGI:1345148	24050	Septin3	55964	SEPTIN3	56003	Septin3	0	0	0	0	1	0	1	1	1	1	1	0	6
MGI:105368	11941	Atp2b2	491	ATP2B2	24215	Atp2b2	0	0	0	1	1	0	0	1	1	1	1	0	6
MGI:95530	14194	Fh1	2271	FH	24368	Fh	0	0	0	1	0	0	0	1	1	1	1	0	5
MGI:95776	14682	Gnaq	2776	GNAQ	81666	Gnaq	0	0	0	1	1	0	0	1	1	1	1	0	6
MGI:103147	13424	Dync1h1	1778	DYNC1H1	29489	Dync1h1	0	0	0	0	0	0	1	1	1	0	1	0	4
MGI:1917158	69908	Rab3b	5865	RAB3B	81755	Rab3b	0	1	1	1	0	0	1	1	0	0	1	0	6
MGI:102520	12034	Phb2	11331	PHB2	114766	Phb2	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:97597	18752	Prkcg	5582	PRKCG	24681	Prkcg	0	0	0	1	1	0	1	1	1	1	1	0	7
MGI:1860197	104082	Wdr7	23335	WDR7	66031	Wdr7	0	0	1	1	0	0	1	1	1	0	1	0	6
MGI:1933179	56013	Srcin1	80725	SRCIN1	56029	Srcin1	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:102503	17709	mt-Co2	4513	COX2	26198	mt-Co2	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:95792	14719	Got2	2806	GOT2	25721	Got2	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:2156052	140919	Slc17a6	57084	SLC17A6	84487	Slc17a6	1	0	1	1	0	0	1	1	1	0	1	1	7
MGI:1919253	72003	Synpr	132204	SYNPR	66030	Synpr	0	0	0	1	1	0	1	1	1	0	1	1	6
MGI:1096368	11764	Ap1b1	162	AP1B1	29663	Ap1b1	0	0	0	1	1	0	0	0	1	1	1	1	5
MGI:96763	16832	Ldhb	3945	LDHB	24534	Ldhb	0	0	1	1	1	0	1	0	1	1	1	0	7
MGI:105068	19349	Rab7	7879	RAB7A	29448	Rab7a	0	0	0	1	1	0	1	0	1	1	1	0	6
MGI:88255	11749	Anxa6	309	ANXA6	79125	Anxa6	0	0	0	1	1	0	0	0	1	1	1	0	5
MGI:1339970	20168	Rtn3	10313	RTN3	140945	Rtn3	0	0	1	0	1	0	1	0	1	1	1	0	6
MGI:102788	19894	Rph3a	22895	RPH3A	171039	Rph3a	0	1	1	1	1	0	0	0	1	1	1	0	7
MGI:104562	17957	Napb	63908	NAPB	499903	Napb	0	0	0	1	1	1	0	0	1	1	1	0	6
MGI:95393	13806	Eno1	2023	ENO1	24333	Eno1	0	1	0	1	1	0	0	0	1	1	0	0	5
MGI:1917600	70350	Basp1	10409	BASP1	64160	Basp1	0	0	1	1	1	0	0	0	1	1	1	0	6
MGI:96250	15519	Hsp90aa1	3320	HSP90AA1	299331	Hsp90aa1	0	0	0	0	1	0	0	0	1	1	1	0	4
MGI:107164	19055	Ppp3ca	5530	PPP3CA	24674	Ppp3ca	0	0	0	0	0	0	1	0	1	1	1	0	4
MGI:1098687	269774	Aak1	22848	AAK1	500244	Aak1	0	0	1	1	0	0	1	0	1	0	1	1	5
MGI:1345181	23969	Pacsin1	29993	PACSIN1	29704	Pacsin1	0	0	0	0	0	0	1	0	1	1	1	0	4
MGI:96759	16828	Ldha	3939	LDHA	24533	Ldha	0	1	1	1	0	0	0	0	1	1	1	0	6
MGI:1915084	67834	Idh3a	3419	IDH3A	114096	Idh3a	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:104727	12889	Cplx1	10815	CPLX1	64832	Cplx1	0	0	0	0	1	0	0	1	1	1	1	0	5
MGI:94921	13483	Dpp6	1804	DPP6	29272	Dpp6	0	1	0	0	0	0	1	1	1	1	1	0	6
MGI:1918929	71679	Atp5h	10476	ATP5H	641434	Atp5pd	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:88529	12974	Cs	1431	CS	170587	Cs	0	0	0	0	0	0	0	1	1	1	1	0	4
MGI:97050	17448	Mdh2	4191	MDH2	81829	Mdh2	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:108563	19261	Sirpa	140885	SIRPA	25528	Sirpa	0	0	0	1	1	0	1	1	0	1	1	0	6
MGI:88474	12858	Cox5a	9377	COX5A	252934	Cox5a	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:101931	20511	Slc1a2	6506	SLC1A2	29482	Slc1a2	0	0	0	1	1	0	0	1	0	1	1	0	5
MGI:95639	14432	Gap43	2596	GAP43	29423	Gap43	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:107450	13382	Dld	1738	DLD	298942	Dld	0	0	0	0	0	0	0	1	1	1	1	0	4
MGI:1924657	77407	Rab35	11021	RAB35	288700	Rab35	0	0	0	1	1	0	1	1	1	0	1	0	6
MGI:106922	22335	Vdac3	7419	VDAC3	83532	Vdac3	0	0	0	0	1	0	0	1	1	1	1	0	5
MGI:1277955	12217	Bsn	8927	BSN	29138	Bsn	0	0	0	1	1	0	0	1	1	1	1	0	6
MGI:1913299	66049	Rogdi	79641	ROGDI	287061	Rogdi	0	0	1	1	0	0	1	1	1	0	1	0	6
MGI:104653	67972	Atp2b1	490	ATP2B1	29598	Atp2b1	0	0	0	1	1	0	0	1	1	0	1	0	5
MGI:88257	12323	Camk2b	816	CAMK2B	24245	Camk2b	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:1923686	233870	Tufm	7284	TUFM	293481	Tufm	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:97532	18597	Pdha1	5160	PDHA1	29554	Pdha1	0	0	0	0	0	0	0	1	1	1	1	0	4
MGI:95627	232333	Slc6a1	6529	SLC6A1	79212	Slc6a1	0	0	0	0	1	0	0	1	1	1	1	0	5
MGI:1913358	66108	Ndufa9	4704	NDUFA9	362440	Ndufa9	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:2137706	109711	Actn1	87	ACTN1	81634	Actn1	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:1913394	66144	Atp6v1f	9296	ATP6V1F	116664	Atp6v1f	0	0	1	1	0	0	1	1	1	1	1	0	7
MGI:891963	22630	Ywhaq	10971	YWHAQ	25577	Ywhaq	0	0	0	1	1	0	0	1	1	0	1	0	5
MGI:96617	16423	Cd47	961	CD47	29364	Cd47	0	0	0	0	1	0	1	1	1	1	1	0	6
MGI:1346346	24045	Scamp3	10067	SCAMP3	65169	Scamp3	0	0	1	1	0	0	1	1	0	0	1	1	5
MGI:1915339	68089	Arpc4	10093	ARPC4	297518	Arpc4	0	1	1	1	1	0	0	0	0	1	1	0	6
MGI:2446259	235106	Ntm	50863	NTM	50864	Ntm	0	0	0	1	1	0	1	0	1	1	1	0	6
MGI:97555	18655	Pgk1	5230	PGK1	24644	Pgk1	0	0	0	0	1	0	1	0	1	1	1	0	5
MGI:1914523	67273	Ndufa10	4705	NDUFA10	316632	Ndufa10l1	0	0	0	0	1	0	0	0	1	1	0	0	3
MGI:97313	18039	Nefl	4747	NEFL	83613	Nefl	0	1	0	0	1	0	1	0	1	1	0	0	5
MGI:106008	11747	Anxa5	308	ANXA5	25673	Anxa5	0	1	0	0	1	0	0	0	1	1	1	0	5
MGI:109194	22629	Ywhah	7533	YWHAH	25576	Ywhah	0	0	0	0	1	0	1	0	1	0	1	0	4
MGI:105926	271457	Rab5a	5868	RAB5A	64633	Rab5a	0	0	0	1	1	0	0	0	1	1	1	1	5
MGI:95772	14678	Gnai2	2771	GNAI2	81664	Gnai2	0	0	0	1	1	0	0	0	1	0	1	0	4
MGI:98797	21991	Tpi1	7167	TPI1	24849	Tpi1	0	0	0	0	1	0	0	0	1	1	1	0	4
MGI:104563	108124	Napa	8775	NAPA	140673	Napa	0	0	0	0	1	0	0	0	1	1	1	0	4
MGI:107283	270192	Rab6b	51560	RAB6B	363123	Rab6b	0	1	1	1	1	0	1	0	0	0	1	0	6
MGI:1353561	30960	Vapa	9218	VAPA	58857	Vapa	0	0	0	1	0	0	1	0	1	0	1	0	4
MGI:97547	18641	Pfkl	5211	PFKL	25741	Pfkl	0	0	0	1	0	0	1	0	1	1	1	0	5
MGI:88208	12215	Bsg	682	BSG	25246	Bsg	0	0	0	1	0	0	0	0	1	1	1	0	4
MGI:109132	20616	Snap91	9892	SNAP91	65178	Snap91	0	0	1	0	0	0	1	0	1	1	1	0	5
MGI:88578	13063	Cycs	54205	CYCS	25309	Cycs	0	0	0	1	0	0	1	0	1	1	0	0	4
MGI:105976	17918	Myo5a	4644	MYO5A	25017	Myo5a	0	0	1	1	0	0	1	0	1	0	1	0	5
MGI:1891917	54401	Ywhab	7529	YWHAB	56011	Ywhab	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:894297	12757	Clta	1211	CLTA	83800	Clta	0	0	0	0	0	0	1	0	1	0	1	0	3
MGI:1931027	100226	Stx12	23673	STX12	65033	Stx12	0	0	1	1	0	0	1	0	1	0	1	0	5
MGI:102790	19330	Rab18	22931	RAB18	307039	Rab18	0	0	1	1	0	0	1	0	1	0	1	0	5
MGI:106222	12343	Capza2	830	CAPZA2	493810	Capza2	0	0	1	1	0	0	1	0	1	1	1	0	6
MGI:105992	21881	Tkt	7086	TKT	64524	Tkt	0	0	0	1	0	0	1	0	1	1	1	0	5
MGI:108109	22628	Ywhag	7532	YWHAG	56010	Ywhag	0	0	0	0	0	0	0	0	1	1	1	0	3
MGI:1858210	53331	Stx7	8417	STX7	60466	Stx7	0	0	1	1	0	1	1	0	1	0	1	0	6
MGI:1341299	103967	Dnm3	26052	DNM3	171574	Dnm3	0	0	0	1	0	0	1	0	1	1	1	0	5
MGI:2159601	171180	Syt12	91683	SYT12	191595	Syt12	0	0	1	1	0	0	1	0	1	0	1	1	5
MGI:105306	19345	Rab5c	5878	RAB5C	287709	Rab5c	0	0	1	1	0	0	1	0	0	1	1	1	5
MGI:1861457	56455	Dynll1	8655	DYNLL1	58945	Dynll1	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:1349390	26875	Pclo	27445	PCLO	56768	Pclo	0	0	0	1	1	0	0	1	1	0	1	0	5
MGI:1916267	69017	Prrt2	112476	PRRT2	361651	Prrt2	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:894310	20362	Septin8	23176	SEPTIN8	303135	Septin8	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:1921262	74012	Rap2b	5912	RAP2B	170923	Rap2b	0	0	1	1	0	0	1	1	1	0	1	0	6
MGI:109629	54411	Atp6ap1	537	ATP6AP1	83615	Atp6ap1	1	0	0	1	0	0	1	1	0	1	1	0	6
MGI:88116	11984	Atp6v0c	527	ATP6V0C	170667	Atp6v0c	0	0	1	1	0	0	1	1	1	0	1	1	6
MGI:1330842	19415	Rasal1	8437	RASAL1	360814	Rasal1	0	0	1	1	0	0	1	1	0	0	1	1	5
MGI:1913944	66694	Uqcrfs1	7386	UQCRFS1	291103	Uqcrfs1	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:107777	11957	Atp5j	522	ATP5J	94271	Atp5pf	0	0	0	0	1	0	0	1	1	1	0	0	4
MGI:1926368	53420	Syt5	6861	SYT5	54309	Syt5	0	0	1	1	0	0	1	1	0	0	1	1	5
MGI:1920150	72900	Ndufv2	4729	NDUFV2	81728	Ndufv2	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:107851	17995	Ndufv1	4723	NDUFV1	293655	Ndufv1	0	0	0	0	1	0	0	1	0	1	0	0	3
MGI:1913963	66713	Actr2	10097	ACTR2	289820	Actr2	0	0	0	1	0	0	1	1	1	0	1	0	5
MGI:1277961	18810	Plec	5339	PLEC	64204	Plec	0	0	0	0	1	0	1	1	1	0	0	0	4
MGI:99917	20512	Slc1a3	6507	SLC1A3	29483	Slc1a3	0	0	0	0	1	0	0	1	0	1	1	0	4
MGI:1341265	108058	Camk2d	817	CAMK2D	24246	Camk2d	0	0	0	0	0	0	1	1	1	1	1	0	5
MGI:88276	12387	Ctnnb1	1499	CTNNB1	84353	Ctnnb1	0	0	0	0	0	0	0	1	1	1	1	0	4
MGI:106341	28080	Atp5o	539	ATP5O	192241	Atp5po	0	0	0	0	0	0	0	1	1	0	0	0	2
MGI:88259	12325	Camk2g	818	CAMK2G	171140	Camk2g	0	0	0	1	0	0	1	1	1	1	1	0	6
MGI:1921393	74143	Opa1	4976	OPA1	171116	Opa1	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:108390	16563	Kif2a	3796	KIF2A	84391	Kif2a	0	0	0	0	0	0	0	1	1	0	1	0	3
MGI:1913695	66445	Cyc1	1537	CYC1	300047	Cyc1	0	0	0	0	1	0	0	1	0	1	0	0	3
MGI:88473	12857	Cox4i1	1327	COX4I1	29445	Cox4i1	0	0	0	0	0	0	0	1	1	1	0	0	3
MGI:1858201	53321	Cntnap1	8506	CNTNAP1	84008	Cntnap1	0	0	0	1	1	0	0	1	1	0	1	0	5
MGI:87880	11429	Aco2	50	ACO2	79250	Aco2	0	0	0	0	0	0	0	1	1	1	0	0	3
